100,98.1382,97.5509,99.9573,100.584,102.715,102.817,101.427,104.327,101.718,100.676,100.812,103.087,103.26,101.882,101.548,103.364,104.303,103.278,104.137,103.197,104.386,101.631,100.162,99.4615,98.6562,98.6183,98.9298,98.2211,97.6887,96.0414,98.5923,99.9323,97.6727,98.5384,97.1672,95.8077,94.7148,95.0944,94.8418,92.6824,94.5616,97.3574,99.2277,100.817,99.7702,100.604,101.685,102.54,99.4964,100.051,99.3798,99.9699,99.574,99.6024,96.942,97.7261,97.8098,94.9095,94.2359,91.628,91.2877,90.7631,94.4953,96.8931,95.2392,93.4942,93.6706,92.7326,90.7831,90.1434,91.0414,92.96,91.2022,91.5797,89.3395,88.0054,87.8236,86.0631,84.1946,85.0525,84.6537,84.1816,84.9569,86.3381,84.7661,84.6535,85.2726,86.3499,86.1209,86.108,85.7295,84.4462,82.3762,82.0792,82.9164,81.7079,80.2336,79.7632,78.8989
100,99.368,96.055,94.2872,95.3574,96.2886,96.5093,97.5159,97.1193,95.3778,96.9448,95.1814,92.0296,92.9986,95.0024,94.5632,94.7595,94.2455,94.3025,95.1701,94.9507,94.8409,97.7997,98.117,98.5504,100.312,98.9388,98.1073,97.5016,96.5536,95.6268,96.33,98.5779,99.0788,98.4878,96.3972,94.2318,92.2995,93.7336,94.5895,95.3488,95.5452,93.4436,95.3767,97.4306,99.1409,100.459,99.8547,100.827,103.125,105.155,107.995,110.074,110.741,110.924,109.941,113.763,113.529,113.282,112.422,109.109,109.203,107.38,106.732,104.642,103.38,105.469,107.561,105.166,103.918,104.464,104.945,104.538,102.788,103.536,102.345,98.2008,97.1142,97.4164,98.0296,99.4482,97.5019,98.8243,98.013,98.5287,101.12,101.121,102.541,104.298,104.756,105.305,101.15,100.193,101.25,100.177,100.466,99.2852,98.0658,97.3157,97.8209
100,98.4161,99.2204,97.2338,96.4702,96.6728,96.2848,97.5378,98.1668,97.6577,97.8665,98.4163,98.2021,99.1394,98.8909,98.0061,97.3706,96.8875,95.2948,95.2126,95.647,97.0415,96.2868,94.3363,94.1845,95.5863,94.9693,97.7132,96.6199,95.8077,97.8568,97.9056,98.7426,97.2011,96.365,96.5227,97.9046,95.7995,95.6723,96.3795,97.1384,97.0198,97.3314,96.3081,96.9465,97.9935,96.923,98.1073,98.5869,97.7482,101.834,100.834,101.537,102.884,102.506,103.511,104.33,104.262,105.56,105.229,106.688,108.073,105.534,104.48,107.085,111.041,110.295,109.487,108.091,107.566,104.719,106.464,106.194,107.088,108.376,108.826,106.88,106.07,103.788,103.428,106.988,109.899,110.38,109.163,109.583,109.994,108.962,107.231,107.837,108.199,105.656,104.746,102.018,102.987,103.295,103.717,106.691,106.694,108.067,109.171
100,100.489,100.819,101.465,101.486,101.254,102.849,103.286,101.149,102.091,105.252,103.764,102.812,103.074,105.932,103.52,105.817,104.469,106.05,106.747,111.138,112.781,114.104,113.877,110.921,108.665,109.952,111.16,111.292,113.987,111.834,112.999,112.604,114.42,116.777,117.029,117.143,115.583,115.249,115.551,117.614,120.242,120.606,117.885,116.149,116.05,117.319,115.432,112.469,111.179,112.534,115.656,115.922,114.511,115.921,119.06,120.99,117.872,117.073,118.005,118.706,118.594,118.358,116.662,117.929,114.718,114.027,112.318,110.896,113.325,112.022,110.512,110.911,111.68,115.101,114.288,110.644,111.646,113.841,113.203,114.309,116.927,117.313,118.463,118.413,118.933,120.589,120.547,119.273,118.333,117.455,118.982,117.892,119.94,121.409,119.981,119.501,119.575,123.124,120.351
100,98.6544,99.5022,99.7797,99.5694,97.9792,98.4237,100.041,99.3051,99.9966,101.734,101.738,99.778,99.4187,99.8114,97.3123,96.7391,97.6162,99.0203,98.162,97.5696,95.5682,95.4682,93.6704,95.0132,96.1544,95.7227,95.435,95.9308,98.0374,99.3404,103.086,102.157,102.923,99.3028,98.5854,98.2783,99.0393,98.7333,100.775,101.921,101.462,102.183,101.629,103.421,101.016,99.3154,99.8092,98.6129,97.074,96.2378,97.3935,98.5591,100.419,100.054,99.3431,99.4703,97.3289,94.277,93.1655,93.4712,98.1559,100.079,98.933,98.8706,98.6009,98.2457,99.9242,99.802,98.1613,99.8436,102.358,101.401,105.425,107.878,108.13,110.485,110.307,110.654,108.394,105.478,105.797,108.469,109.497,106.932,107.765,110.055,107.571,107.267,107.334,108.254,106.165,106.802,107.833,109.442,111.415,112.997,112.386,117.507,116.591
100,101.279,100.097,100.467,100.205,100.147,98.0214,98.8719,99.944,97.7232,97.8321,99.6153,98.3695,97.2192,100.092,101.369,101.086,100.965,103.011,102.127,103.035,101.713,102.091,100.176,99.1614,102.481,104.891,104.884,103.382,102.184,101.734,102.633,101.289,102.223,101.553,102.179,102.621,103.646,103.698,102.918,100.444,97.3704,96.4782,95.3074,93.0059,91.6931,91.0075,91.907,91.6489,89.1799,89.8588,90.1204,88.4466,88.7364,88.0775,88.1048,88.8362,90.6047,90.2712,88.1481,88.5561,89.4299,91.3966,92.3581,89.8248,88.415,89.0085,88.1623,87.2946,86.253,87.4416,85.5174,86.4551,86.3287,87.7272,88.7905,89.1176,90.0887,91.1601,91.2273,93.0041,94.0809,95.268,93.3941,93.2397,95.7751,93.9208,95.5193,99.5175,100.063,99.4218,99.2584,97.9071,97.6765,97.413,99.6105,97.6524,97.4072,97.2788,96.4006
100,98.9283,99.0821,98.4703,99.1685,97.205,95.9606,94.7431,92.6141,92.7112,93.5592,93.1043,95.6021,96.2999,93.2996,94.7121,94.1588,95.1182,94.2686,95.0808,94.7596,93.0078,95.4293,94.6689,94.3632,93.5487,93.3177,94.006,92.8925,93.547,95.7058,96.8951,96.8118,95.9995,95.7597,96.6781,95.1316,94.8305,91.9234,91.9732,92.1573,94.1695,93.2566,91.81,92.3401,92.9166,93.1986,93.2926,93.7607,94.903,96.4877,95.2065,96.8733,96.6527,96.9436,96.6081,98.175,98.1227,97.3388,96.1376,97.6076,94.8596,96.4408,95.8662,94.3694,94.6873,94.546,92.8499,91.71,91.9596,91.3953,91.6832,92.7286,92.0306,92.7172,91.4074,88.8817,88.5843,87.3307,89.138,90.0028,90.4079,93.7574,93.1978,90.9328,88.9495,88.011,87.9261,88.3358,89.3782,88.9055,87.3466,87.197,87.6021,89.092,88.7629,90.3048,92.6398,93.1604,92.5069
100,99.0578,98.4177,98.0475,97.7522,99.2274,97.0245,95.0854,93.8555,95.1174,92.9902,91.9351,91.9227,92.5616,91.8097,92.3377,90.9584,92.0225,90.746,88.4714,87.5946,91.7256,93.0335,93.7392,95.1948,93.9288,96.205,92.2306,93.6385,95.7615,94.8333,93.2544,89.9401,89.7916,88.5582,90.3892,87.798,89.0185,90.026,90.2005,90.6575,88.7378,89.7213,89.7178,92.0966,91.4566,90.2632,90.1024,90.653,89.4218,91.0008,92.0915,90.5724,91.0903,92.9581,93.0291,95.1239,92.3017,93.3297,95.0729,94.7212,93.0675,93.5122,89.5245,89.4086,89.8056,91.0421,90.6048,90.4667,89.4597,89.6069,91.1911,91.7366,92.4703,92.586,89.9253,87.9668,87.0835,84.1033,85.1407,85.251,86.0444,90.2719,88.7183,86.5936,86.4915,84.9166,87.4089,86.1151,85.6739,84.9393,85.9805,85.5218,83.3358,84.3018,84.0674,81.3622,81.127,77.2512,77.1672
100,97.5961,96.9833,96.3041,96.0908,95.1453,97.0262,95.1678,95.3531,97.1798,96.9217,97.5253,96.2707,96.3854,97.0264,98.8158,99.1099,100.042,100.951,101.789,103.208,106.044,106.581,106.993,106.53,103.667,101.773,101.869,103.482,104.723,103.218,102.352,104.246,102.227,100.474,97.5631,97.8822,96.3898,95.9148,94.1933,95.2875,97.0617,96.2555,94.7548,95.8753,94.9027,96.3212,96.4175,96.4436,95.8154,95.4554,93.8161,94.1484,95.7443,95.6023,97.5951,97.3469,97.3973,95.8836,96.5888,100.196,101.07,102.752,103.093,105.169,104.404,105.09,103.763,105.473,105.765,106.407,110.613,112.733,112.772,108.832,107.46,111.372,112.795,114.837,117.661,118.529,116.082,120.083,117.778,117.933,118.457,117.456,117.49,117.519,119.419,116.692,118.878,119.803,120.772,120.301,118.558,120.666,118.815,119.363,116.473
100,98.4022,99.2188,97.1601,94.8493,96.1047,96.8463,95.9928,96.7946,97.7495,98.6503,99.5759,99.7583,99.9016,99.1986,98.9606,99.8483,99.8548,100.455,102.855,102.56,101.756,101.559,102.031,100.319,99.5226,98.9181,100.005,100.074,99.6735,99.5327,101.438,99.7576,99.5582,100.473,103.45,102.4,101.577,98.525,99.378,98.8881,100.067,100.035,102.405,103.38,102.83,101.521,102.434,101.947,103.37,106.304,108.065,108.603,108.16,108.367,106.459,106.004,107.12,106.123,106.061,107.39,110.691,112.961,112.535,109.945,108.879,107.033,105.881,105.348,104.407,103.873,104.74,106.403,108.98,108.542,107.382,107.387,108.649,107.231,108.158,109.572,110.951,109.837,109.579,108.177,108.42,109.083,109.312,111.166,113.734,117.206,118.717,116.324,119.057,119.592,120.95,116.859,114.105,114.726,114.915
100,99.8106,98.7367,98.0277,96.6283,96.6072,95.0541,96.7457,95.0022,95.6262,96.4398,95.5333,96.5612,97.4773,95.9394,97.0876,97.4576,98.5302,100.645,99.8924,101.675,101.884,102.196,100.822,98.8076,96.397,97.0198,98.6685,99.8104,100.33,100.661,102.478,102.915,105.187,105.38,104.287,102.159,104.01,102.617,103.798,104.042,103.579,106.218,107.278,106.359,105.327,105.477,107.434,105.754,105.625,107.353,106.772,107.065,106.715,106.641,105.473,106.18,105.346,103.241,100.659,101.105,103.135,101.941,104.652,104.187,103.692,102.948,101.142,100.695,102.148,103.338,102.843,104.468,103.445,105.37,104.319,105.129,106.063,104.899,101.871,104.01,101.619,99.3607,99.6322,98.5628,98.9839,100.342,101.904,99.5848,100.97,103.608,103.467,103.819,101.746,100.619,100.592,102.009,101.319,101.997,102.321
100,100.891,103.107,104.347,105.41,104.897,105.858,106.076,108.66,108.019,108.643,105.886,105.743,102.334,100.319,101.217,101.534,98.8442,97.375,96.6591,95.8975,96.2122,92.9771,94.1572,96.2108,94.6722,95.2653,93.2199,97.2871,95.7386,98.2318,97.1866,96.8465,96.5654,97.2633,97.5778,97.1421,96.9269,98.2649,97.2133,95.1197,97.0792,97.8223,97.5964,96.9477,97.9206,98.3248,96.8294,97.9827,94.9022,95.7901,98.9467,96.6818,97.3854,98.9851,98.7209,98.1264,98.9683,100.458,100.092,99.6757,98.9203,100.249,102.123,104.913,101.36,101.874,102.133,105.338,105.875,106.894,106.124,105.481,105.558,106.1,105.982,108.604,108.181,107.364,107.697,109.28,109.952,106.686,107.202,107.881,107.239,105.607,106.93,106.281,107.251,105.941,104.674,105.484,106.355,105.486,106.357,106.52,105.844,106.61,107.709
100,99.7464,99.0314,101.272,103.622,103.66,104.068,106.236,108.186,107.703,106.098,106.16,105.88,107.732,106.405,105.857,108.121,105.952,104.588,106.552,107.521,110.154,111.605,108.649,109.723,110.585,112.164,110.625,109.681,109.92,110.072,110.968,111.777,110.196,111.574,112.63,110.97,112.526,115.467,113.356,112.56,112.136,114.615,115.783,119.599,121.967,121.647,120.325,122.832,123.042,123.035,123.292,121.439,120.637,117.202,118.315,118.261,119.005,119.905,120.301,121.087,120.867,123.634,125.812,125.536,127.871,128.866,129.428,126.955,124.352,119.545,120.048,119.935,116.014,118.464,119.368,119.602,121.07,123.869,125.151,125.422,127.405,125.885,123.928,125.881,128.607,128.523,131.096,127.984,128.548,128.959,126.219,126.827,127.12,128.666,129.53,132.048,133.322,134.355,133.802
